"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","WT-30_1 Area","WT-30_2 Area","WT-30_3 Area","WT-22_1 Area","WT-22_2 Area","WT-22_3 Area","A1-30_1 Area","A1-30_2 Area","A1-30_3 Area","A1-22_1 Area","A1-22_2 Area","A1-22_3 Area","Sample Profile (Ratio)","WT-30 Area","WT-22 Area","A1-30 Area","A1-22 Area","Group Profile (Ratio)","Avg. Mass","Description"
1262,TRUE,"Q9Z0J0|NPC2_MOUSE",2.12,24.83,3,3,"Carbamidomethylation",732349.7,277281.84,340446.4,582166.2,760848.5,315004.88,827964.6,934261.94,336099.3,409286.4,591157.06,247057.27,1.38:0.52:0.64:1.10:1.44:0.59:1.56:1.76:0.63:0.77:1.12:0.47,456156.06,556344.3,699442.0,415833.56,0.86:1.05:1.31:0.78,16442,"NPC intracellular cholesterol transporter 2 OS=Mus musculus OX=10090 GN=Npc2 PE=1 SV=1"
2012,TRUE,"Q8R1X6|SPART_MOUSE",18.06,2.09,2,2,"",16692.418,22781.89,17378.166,11062.749,0.0,8900.815,7611.5947,23306.205,21997.05,1320.923,5961.6997,602.9034,1.46:1.99:1.52:0.96:0.00:0.78:0.66:2.03:1.92:0.12:0.52:0.05,18950.824,9981.782,17638.283,3239.627,1.52:0.80:1.42:0.26,72655,"Spartin OS=Mus musculus OX=10090 GN=Spart PE=1 SV=1"
937,TRUE,"Q9R257|HEBP1_MOUSE",0.19,42.63,6,6,"",119041.74,234473.64,370596.8,252274.75,153761.8,144669.45,445386.7,64376.61,323672.03,269114.16,167703.3,111048.15,0.54:1.06:1.67:1.14:0.69:0.65:2.01:0.29:1.46:1.22:0.76:0.50,241632.56,184091.25,277811.78,183410.97,1.09:0.83:1.25:0.83,21067,"Heme-binding protein 1 OS=Mus musculus OX=10090 GN=Hebp1 PE=1 SV=2"
785,TRUE,"O35887|CALU_MOUSE",13.44,23.81,7,7,"",137212.16,123136.44,232001.72,281353.47,485294.66,304369.03,164138.88,173577.64,346250.38,159302.4,119486.71,178311.8,0.61:0.55:1.03:1.25:2.15:1.35:0.73:0.77:1.54:0.71:0.53:0.79,167778.62,360058.7,227988.95,158075.33,0.73:1.58:1.00:0.69,37064,"Calumenin OS=Mus musculus OX=10090 GN=Calu PE=1 SV=1"
1142,TRUE,"O88346|TNNT1_MOUSE",4.41,3.44,4,1,"",146869.75,14983.918,3692.4573,28808.967,42225.92,11291.344,37658.133,16227.158,112920.164,298622.53,32427.82,167008.05,1.93:0.20:0.05:0.38:0.56:0.15:0.50:0.21:1.48:3.93:0.43:2.20,55182.043,27442.078,55601.82,166019.47,0.73:0.36:0.73:2.18,31344,"Troponin T, slow skeletal muscle OS=Mus musculus OX=10090 GN=Tnnt1 PE=2 SV=3"
1550,TRUE,"Q99020|ROAA_MOUSE",10.66,9.47,3,2,"",174642.34,188900.47,246474.95,279394.88,183913.48,276985.3,443057.62,213237.75,387552.2,764489.7,260696.8,1785109.5,0.40:0.44:0.57:0.64:0.42:0.64:1.02:0.49:0.89:1.76:0.60:4.12,203339.25,246764.56,347949.2,936765.4,0.47:0.57:0.80:2.16,30831,"Heterogeneous nuclear ribonucleoprotein A/B OS=Mus musculus OX=10090 GN=Hnrnpab PE=1 SV=1"
2560,TRUE,"O88809|DCX_MOUSE",42.70,1.64,2,1,"",0.0,0.0,0.0,15350.76,34351.28,0.0,50803.465,45570.1,1027163.44,51353.664,70714.35,2911.4575,0.00:0.00:0.00:0.14:0.32:0.00:0.47:0.42:9.49:0.47:0.65:0.03,0.0,24851.02,374512.34,41659.824,0.00:0.23:3.40:0.38,40613,"Neuronal migration protein doublecortin OS=Mus musculus OX=10090 GN=Dcx PE=1 SV=1"
3303,TRUE,"Q7TSG3|FBX5_MOUSE",7.71,1.66,1,1,"",125721.2,223573.95,13919.561,102450.45,19161.932,180241.16,20521.01,57927.004,30246.209,6972.3896,27302.535,6760.5884,1.85:3.29:0.21:1.51:0.28:2.65:0.30:0.85:0.45:0.10:0.40:0.10,121071.57,100617.84,36231.406,13678.504,1.78:1.48:0.53:0.20,47508,"F-box only protein 5 OS=Mus musculus OX=10090 GN=Fbxo5 PE=1 SV=1"
1060,TRUE,"P40630|TFAM_MOUSE",8.57,19.34,5,5,"",250931.75,63767.418,207327.56,169008.84,343021.06,679929.7,212177.39,156695.0,270432.44,394708.1,580526.1,376541.75,0.81:0.21:0.67:0.55:1.11:2.20:0.69:0.51:0.88:1.28:1.88:1.22,174008.9,397319.88,213101.61,450592.0,0.56:1.29:0.69:1.46,27988,"Transcription factor A, mitochondrial OS=Mus musculus OX=10090 GN=Tfam PE=1 SV=2"
206,TRUE,"Q8CGP2|H2B1P_MOUSE",12.53,4.76,23,1,"Acetylation (Protein N-term)",0.0,12898.604,18572.707,0.0,27986.01,0.0,5833.2656,12695.556,0.0,0.0,0.0,0.0,0.00:1.98:2.86:0.00:4.31:0.00:0.90:1.95:0.00:0.00:0.00:0.00,15735.655,27986.01,9264.41,0.0,1.19:2.11:0.70:0.00,13992,"Histone H2B type 1-P OS=Mus musculus OX=10090 GN=Hist1h2bp PE=1 SV=3"
2395,TRUE,"P55096|ABCD3_MOUSE",14.60,1.82,1,1,"",18598.648,25268.559,8709.49,21327.477,10016.265,13271.971,7287.324,7751.196,11605.101,5957.5874,7082.764,4278.3516,1.58:2.15:0.74:1.81:0.85:1.13:0.62:0.66:0.99:0.51:0.60:0.36,17525.566,14871.904,8881.207,5772.901,1.49:1.26:0.76:0.49,75475,"ATP-binding cassette sub-family D member 3 OS=Mus musculus OX=10090 GN=Abcd3 PE=1 SV=2"
2140,TRUE,"Q0QWG9|GRD2I_MOUSE",15.02,0.83,2,1,"",212514.19,13469.839,58436.75,18737.838,11748.999,25475.354,86590.31,65444.16,12243.02,4853.0854,4129.8726,3895.6594,4.93:0.31:1.35:0.43:0.27:0.59:2.01:1.52:0.28:0.11:0.10:0.09,94806.92,18654.062,54759.164,4292.8726,2.20:0.43:1.27:0.10,132021,"Delphilin OS=Mus musculus OX=10090 GN=Grid2ip PE=1 SV=1"
331,TRUE,"Q60930|VDAC2_MOUSE",5.64,55.25,18,17,"Carbamidomethylation",1351813.8,3255919.0,956060.06,739187.44,4089461.0,1168304.5,1.3717413E7,1.4577619E7,905538.5,3644034.8,5662770.5,5534455.0,0.29:0.70:0.21:0.16:0.88:0.25:2.96:3.15:0.20:0.79:1.22:1.19,1854597.6,1998984.2,9733524.0,4947086.5,0.40:0.43:2.10:1.07,31733,"Non-selective voltage-gated ion channel VDAC2 OS=Mus musculus OX=10090 GN=Vdac2 PE=1 SV=2"
1095,TRUE,"Q9DCZ4|MIC26_MOUSE",13.11,26.77,4,4,"Carbamidomethylation",516969.3,929749.6,1013745.56,429976.4,377173.34,359795.1,515211.22,1064106.8,411260.5,321562.5,421560.72,173479.39,0.95:1.71:1.86:0.79:0.69:0.66:0.95:1.95:0.76:0.59:0.77:0.32,820154.8,388981.62,663526.1,305534.22,1.51:0.71:1.22:0.56,22604,"MICOS complex subunit Mic26 OS=Mus musculus OX=10090 GN=Apoo PE=1 SV=2"
721,FALSE,"Q8BH88|DEP1B_MOUSE",14.51,1.13,1,1,"",73383.984,150968.72,42329.918,50359.168,38148.727,32871.023,8824.399,8450.718,22114.055,1034.8337,8014.0605,26038.66,1.90:3.92:1.10:1.31:0.99:0.85:0.23:0.22:0.57:0.03:0.21:0.68,88894.2,40459.637,19694.586,17543.777,2.13:0.97:0.47:0.42,61908,"DEP domain-containing protein 1B OS=Mus musculus OX=10090 GN=Depdc1b PE=2 SV=1"
1659,TRUE,"Q8VCB3|GYS2_MOUSE",1.83,2.98,3,2,"Carbamidomethylation",18292.225,26301.406,22955.127,13338.9,24026.52,17982.586,9286.25,19253.773,16020.766,11619.3955,36335.43,7304.246,0.99:1.42:1.24:0.72:1.29:0.97:0.50:1.04:0.86:0.63:1.96:0.39,22516.254,22722.594,14853.596,18419.691,1.15:1.16:0.76:0.94,80871,"Glycogen [starch] synthase, liver OS=Mus musculus OX=10090 GN=Gys2 PE=1 SV=2"
1338,TRUE,"Q6PHN9|RAB35_MOUSE",4.28,8.46,3,2,"",198784.48,213290.33,156532.61,173536.8,268871.0,137375.72,120589.81,267876.94,254312.2,422030.3,131437.84,5191376.0,0.32:0.34:0.25:0.28:0.43:0.22:0.19:0.43:0.40:0.67:0.21:8.27,189535.81,193261.17,214259.66,1914948.2,0.30:0.31:0.34:3.05,23025,"Ras-related protein Rab-35 OS=Mus musculus OX=10090 GN=Rab35 PE=1 SV=1"
3196,TRUE,"Q6WVG3|KCD12_MOUSE",13.83,3.06,1,1,"",13720.76,32625.713,20148.52,0.0,18555.078,24054.055,31117.72,20040.203,21229.338,12560.022,10802.776,7459.744,0.78:1.84:1.14:0.00:1.05:1.36:1.76:1.13:1.20:0.71:0.61:0.42,22164.998,21304.566,24129.088,10274.181,1.14:1.09:1.24:0.53,35892,"BTB/POZ domain-containing protein KCTD12 OS=Mus musculus OX=10090 GN=Kctd12 PE=1 SV=1"
1221,TRUE,"Q9EPB5|SERHL_MOUSE",2.16,12.86,4,4,"Carbamidomethylation",113047.836,170933.27,205850.75,198218.34,79826.93,117716.805,91417.75,362355.16,272804.6,129444.79,199978.0,109387.85,0.66:1.00:1.20:1.16:0.47:0.69:0.53:2.12:1.60:0.76:1.17:0.64,163277.28,131920.69,242192.5,146270.22,0.96:0.77:1.42:0.86,35311,"Serine hydrolase-like protein OS=Mus musculus OX=10090 GN=Serhl PE=1 SV=1"
662,TRUE,"P14602|HSPB1_MOUSE",3.86,41.15,10,10,"",1126021.6,1233780.0,810554.1,789177.0,1081844.5,1025317.06,475556.03,740419.0,690073.5,566309.2,828737.75,2259513.5,1.16:1.27:0.84:0.81:1.12:1.06:0.49:0.76:0.71:0.58:0.86:2.33,1056785.2,965446.25,635349.5,1218186.8,1.09:1.00:0.66:1.26,23014,"Heat shock protein beta-1 OS=Mus musculus OX=10090 GN=Hspb1 PE=1 SV=3"
985,TRUE,"O88342|WDR1_MOUSE",1.98,7.10,5,5,"Carbamidomethylation",120773.78,124372.79,118047.02,130334.664,166797.05,154798.34,122291.266,321983.78,149885.75,159918.06,73896.18,212685.56,0.78:0.80:0.76:0.84:1.08:1.00:0.79:2.08:0.97:1.03:0.48:1.38,121064.53,150643.34,198053.6,148833.27,0.78:0.97:1.28:0.96,66407,"WD repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Wdr1 PE=1 SV=3"
1341,TRUE,"P10639|THIO_MOUSE",1.84,40.95,4,4,"Carbamidomethylation",586657.1,835051.5,848139.2,839994.0,679156.9,636805.25,199617.61,854612.75,812382.75,761594.2,424091.34,422100.1,0.89:1.27:1.29:1.28:1.03:0.97:0.30:1.30:1.23:1.16:0.64:0.64,756615.94,718652.06,622204.4,535928.5,1.15:1.09:0.95:0.81,11675,"Thioredoxin OS=Mus musculus OX=10090 GN=Txn PE=1 SV=3"
1232,TRUE,"Q64010|CRK_MOUSE",7.95,10.53,3,2,"",117208.48,110562.68,133686.7,67121.22,63092.156,72959.84,91900.0,49161.656,123982.97,48292.285,53090.57,106364.28,1.36:1.28:1.55:0.78:0.73:0.84:1.06:0.57:1.43:0.56:0.61:1.23,120485.95,71377.516,88348.2,69249.05,1.38:0.82:1.01:0.79,33815,"Adapter molecule crk OS=Mus musculus OX=10090 GN=Crk PE=1 SV=1"
3186,TRUE,"Q8BFW7|LPP_MOUSE",2.97,1.96,1,1,"",7365.3726,2936.7495,6056.192,5591.944,0.0,7437.2207,3639.4548,8696.789,10930.273,6131.8765,4331.2695,1958.5931,1.36:0.54:1.12:1.03:0.00:1.37:0.67:1.60:2.02:1.13:0.80:0.36,5452.7715,6514.582,7755.506,4140.5796,0.91:1.09:1.30:0.69,65891,"Lipoma-preferred partner homolog OS=Mus musculus OX=10090 GN=Lpp PE=1 SV=1"
781,TRUE,"B2RSH2|GNAI1_MOUSE",8.63,10.17,6,3,"Carbamidomethylation",63874.48,72807.67,110240.695,49058.453,90477.945,84043.66,134541.47,144147.66,89754.9,91032.41,60319.312,46017.555,0.74:0.84:1.28:0.57:1.05:0.97:1.56:1.67:1.04:1.05:0.70:0.53,89116.75,74526.69,131735.33,68635.375,0.98:0.82:1.45:0.75,40361,"Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Mus musculus OX=10090 GN=Gnai1 PE=1 SV=1"
835,TRUE,"P97478|COQ7_MOUSE",11.95,23.04,6,5,"Oxidation (M)",303834.28,288663.2,281483.3,223635.75,331915.84,325448.72,225958.92,261019.39,173599.28,145803.19,253446.14,118096.164,1.24:1.18:1.15:0.92:1.36:1.33:0.92:1.07:0.71:0.60:1.04:0.48,291326.94,293666.78,220192.53,174830.2,1.19:1.20:0.90:0.71,24042,"NADPH-dependent 3-demethoxyubiquinone 3-hydroxylase, mitochondrial OS=Mus musculus OX=10090 GN=Coq7 PE=1 SV=3"
1141,TRUE,"Q3UM45|PP1R7_MOUSE",2.00,15.51,5,5,"",76267.58,116749.766,105557.586,85019.53,186233.39,121078.195,109729.97,76748.75,123639.164,116068.4,87164.94,83790.47,0.71:1.09:0.98:0.79:1.74:1.13:1.02:0.72:1.15:1.08:0.81:0.78,99524.98,130777.04,103372.63,95674.6,0.93:1.22:0.96:0.89,41292,"Protein phosphatase 1 regulatory subunit 7 OS=Mus musculus OX=10090 GN=Ppp1r7 PE=1 SV=2"
1014,FALSE,"P70691|UD12_MOUSE",10.21,1.50,1,1,"",3684.1614,3324.0374,0.0,3741.7578,0.0,0.0,8440.076,10005.507,6626.662,8293.236,6515.006,0.0,0.87:0.79:0.00:0.89:0.00:0.00:2.00:2.37:1.57:1.97:1.54:0.00,3504.0994,3741.7578,8357.415,7404.121,0.61:0.65:1.45:1.29,60285,"UDP-glucuronosyltransferase 1-2 OS=Mus musculus OX=10090 GN=Ugt1a2 PE=1 SV=1"
606,TRUE,"P28474|ADHX_MOUSE",4.07,33.16,9,9,"Carbamidomethylation",230671.8,226722.84,318618.88,238367.84,217846.19,155678.67,227652.42,223630.44,239975.9,203453.1,248467.25,106801.516,1.05:1.03:1.45:1.08:0.99:0.71:1.04:1.02:1.09:0.93:1.13:0.49,258671.17,203964.23,230419.6,186240.61,1.18:0.93:1.05:0.85,39548,"Alcohol dehydrogenase class-3 OS=Mus musculus OX=10090 GN=Adh5 PE=1 SV=3"
2934,TRUE,"Q8BUE7|MUC20_MOUSE",19.68,0.91,1,1,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2124.5732,0.0,10580.372,21127.05,0.0,0.00:0.00:0.00:0.00:0.00:0.00:0.00:0.75:0.00:3.75:7.49:0.00,0.0,0.0,2124.5732,15853.711,0.00:0.00:0.47:3.53,68720,"Mucin-20 OS=Mus musculus OX=10090 GN=Muc20 PE=1 SV=1"
993,FALSE,"Q9R002|IFI2_MOUSE",3.71,1.35,1,1,"",24779.545,63140.656,311809.2,51789.68,48087.434,245634.83,50237.08,31070.115,27913.17,46142.24,42258.39,22465.5,0.31:0.78:3.88:0.64:0.60:3.05:0.62:0.39:0.35:0.57:0.53:0.28,133243.14,115170.65,36406.79,36955.375,1.66:1.43:0.45:0.46,50466,"Interferon-activable protein 202 OS=Mus musculus OX=10090 GN=Ifi202 PE=1 SV=3"
517,TRUE,"Q91ZX7|LRP1_MOUSE",5.00,2.68,11,10,"Carbamidomethylation; Oxidation (M)",249110.3,128848.14,289056.53,250586.77,199192.84,198127.94,136070.78,205153.23,124948.91,255725.08,81347.97,75349.68,1.36:0.70:1.58:1.37:1.09:1.08:0.74:1.12:0.68:1.40:0.45:0.41,222338.31,215969.19,155390.97,137474.25,1.22:1.18:0.85:0.75,504742,"Prolow-density lipoprotein receptor-related protein 1 OS=Mus musculus OX=10090 GN=Lrp1 PE=1 SV=1"
1329,TRUE,"P46735|MYO1B_MOUSE",40.67,0.72,2,1,"",432736.16,420768.12,334981.4,356924.9,1078283.9,874946.56,56486.83,34739.38,14657.284,8624.77,19088.537,31946.324,1.42:1.38:1.10:1.17:3.53:2.87:0.18:0.11:0.05:0.03:0.06:0.10,396161.9,770051.75,35294.496,19886.543,1.30:2.52:0.12:0.07,128564,"Unconventional myosin-Ib OS=Mus musculus OX=10090 GN=Myo1b PE=1 SV=3"
168,TRUE,"P21107|TPM3_MOUSE",21.93,20.00,23,6,"",150540.12,131847.47,105745.305,353411.84,347290.75,212841.12,282802.72,403425.25,375359.94,228001.25,114471.22,211042.12,0.62:0.54:0.44:1.45:1.43:0.88:1.16:1.66:1.54:0.94:0.47:0.87,129377.64,304514.56,353862.62,184504.86,0.53:1.25:1.46:0.76,32994,"Tropomyosin alpha-3 chain OS=Mus musculus OX=10090 GN=Tpm3 PE=1 SV=3"
1319,TRUE,"Q8BP67|RL24_MOUSE",5.33,19.75,3,3,"Carbamidomethylation; Oxidation (M)",158641.81,140189.53,166808.61,153502.39,315976.75,321112.25,334011.53,158383.3,245386.23,237216.38,226929.78,163253.4,0.73:0.64:0.76:0.70:1.45:1.47:1.53:0.73:1.12:1.09:1.04:0.75,156622.28,263530.44,245927.02,209133.19,0.72:1.20:1.12:0.96,17779,"Large ribosomal subunit protein eL24 OS=Mus musculus OX=10090 GN=Rpl24 PE=1 SV=2"
512,TRUE,"Q9Z2W0|DNPEP_MOUSE",2.55,32.56,11,10,"Carbamidomethylation; Oxidation (M)",359343.88,205800.33,236174.86,384757.03,252356.42,161792.0,340317.97,240827.6,234352.75,208130.66,252311.81,122703.125,1.44:0.82:0.95:1.54:1.01:0.65:1.36:0.96:0.94:0.83:1.01:0.49,267106.38,266301.8,271832.78,194381.86,1.07:1.07:1.09:0.78,52207,"Aspartyl aminopeptidase OS=Mus musculus OX=10090 GN=Dnpep PE=1 SV=2"
2385,TRUE,"P08207|S10AA_MOUSE",0.79,17.53,2,2,"",109840.12,170612.73,7385.0986,95986.98,118140.78,16466.537,116186.875,216341.62,34318.754,259758.58,141465.39,37406.348,1.00:1.55:0.07:0.87:1.07:0.15:1.05:1.96:0.31:2.35:1.28:0.34,95945.984,76864.766,122282.42,146210.11,0.87:0.70:1.11:1.33,11186,"Protein S100-A10 OS=Mus musculus OX=10090 GN=S100a10 PE=1 SV=2"
1515,TRUE,"O88737|BSN_MOUSE",1.04,0.15,2,1,"",24579.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951628.0,0.0,0.0,275968.47,0.13:0.00:0.00:0.00:0.00:0.00:0.00:0.00:10.40:0.00:0.00:1.47,24579.14,0.0,1951628.0,275968.47,0.04:0.00:3.47:0.49,418843,"Protein bassoon OS=Mus musculus OX=10090 GN=Bsn PE=1 SV=4"
2522,TRUE,"Q61107|GBP3_MOUSE",0.67,1.77,2,1,"",8737.084,0.0,24265.473,0.0,3154.5122,4204.6704,1654.9297,12507.6045,3254.3237,1350.9121,186944.62,967.63727,0.42:0.00:1.18:0.00:0.15:0.20:0.08:0.61:0.16:0.07:9.08:0.05,16501.277,3679.5913,5805.619,63087.727,0.74:0.17:0.26:2.83,70801,"Guanylate-binding protein 3 OS=Mus musculus OX=10090 GN=Gbp3 PE=1 SV=1"
306,FALSE,"P0C1Q2|PDE11_MOUSE",7.53,0.64,1,1,"",66061.95,0.0,0.0,0.0,0.0,0.0,0.0,17733.11,0.0,10583.433,218090.64,0.0,2.54:0.00:0.00:0.00:0.00:0.00:0.00:0.68:0.00:0.41:8.38:0.00,66061.95,0.0,17733.11,114337.04,1.33:0.00:0.36:2.31,104563,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A OS=Mus musculus OX=10090 GN=Pde11a PE=1 SV=1"
897,TRUE,"P84099|RL19_MOUSE",2.30,20.41,6,5,"",438293.78,496573.75,468800.12,417984.94,498581.22,692429.8,582602.1,707585.1,633870.06,610960.94,669234.06,236586.28,0.81:0.92:0.87:0.78:0.93:1.29:1.08:1.32:1.18:1.14:1.24:0.44,467889.22,536332.0,641352.44,505593.78,0.87:1.00:1.19:0.94,23466,"Large ribosomal subunit protein eL19 OS=Mus musculus OX=10090 GN=Rpl19 PE=1 SV=1"
2156,TRUE,"Q8BSS9|LIPA2_MOUSE",5.11,0.48,1,1,"",44546.598,25740.95,29643.662,23602.457,33705.355,34444.48,27476.424,1418.3457,14823.257,8411.5625,42454.375,34244.43,1.67:0.96:1.11:0.88:1.26:1.29:1.03:0.05:0.55:0.31:1.59:1.28,33310.402,30584.098,14572.676,28370.123,1.25:1.15:0.55:1.06,143234,"Liprin-alpha-2 OS=Mus musculus OX=10090 GN=Ppfia2 PE=1 SV=2"
743,TRUE,"Q9QYG0|NDRG2_MOUSE",11.89,29.92,8,8,"Carbamidomethylation; Oxidation (M)",1330824.9,1239027.2,960194.9,690316.5,229276.22,118291.3,115602.47,550866.25,288460.94,415455.1,255679.36,604413.2,2.35:2.19:1.69:1.22:0.40:0.21:0.20:0.97:0.51:0.73:0.45:1.07,1176682.4,345961.34,318309.9,425182.53,2.08:0.61:0.56:0.75,40789,"Protein NDRG2 OS=Mus musculus OX=10090 GN=Ndrg2 PE=1 SV=1"
1239,TRUE,"O88685|PRS6A_MOUSE",3.51,9.28,4,3,"",149281.64,205787.83,293615.7,251934.56,253016.58,146519.66,75195.19,127599.87,1106123.6,1021063.2,3254401.8,130660.02,0.26:0.35:0.50:0.43:0.43:0.25:0.13:0.22:1.89:1.75:5.57:0.22,216228.39,217156.94,436306.22,1468708.4,0.37:0.37:0.75:2.51,49549,"26S proteasome regulatory subunit 6A OS=Mus musculus OX=10090 GN=Psmc3 PE=1 SV=2"
197,TRUE,"Q64525|H2B2B_MOUSE",3.55,4.76,23,1,"Oxidation (M)",0.0,0.0,0.0,0.0,5199.6753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00:0.00:0.00:0.00:12.00:0.00:0.00:0.00:0.00:0.00:0.00:0.00,0.0,5199.6753,0.0,0.0,0.00:4.00:0.00:0.00,13920,"Histone H2B type 2-B OS=Mus musculus OX=10090 GN=H2bc18 PE=1 SV=3"
3171,TRUE,"P40936|INMT_MOUSE",8.70,3.03,1,1,"",6393.3486,7488.5894,6243.22,3001.7346,6010.697,9880.13,3433.3042,2980.8088,0.0,4061.771,4224.2676,3651.985,1.34:1.57:1.31:0.63:1.26:2.07:0.72:0.62:0.00:0.85:0.88:0.76,6708.386,6297.5205,3207.0566,3979.3413,1.33:1.25:0.64:0.79,29460,"Indolethylamine N-methyltransferase OS=Mus musculus OX=10090 GN=Inmt PE=1 SV=1"
2037,TRUE,"Q6PE13|PRRT3_MOUSE",6.16,0.62,1,1,"",11046.105,9754.934,5300.343,7386.4126,6107.9062,147455.02,13703.997,0.0,3442.484,60260.57,166339.94,18383.469,0.30:0.26:0.14:0.20:0.16:3.94:0.37:0.00:0.09:1.61:4.44:0.49,8700.461,53649.777,8573.24,81661.33,0.23:1.41:0.22:2.14,101224,"Proline-rich transmembrane protein 3 OS=Mus musculus OX=10090 GN=Prrt3 PE=1 SV=1"
3158,TRUE,"Q8BMJ2|SYLC_MOUSE",4.57,0.85,1,1,"",0.0,1948.0902,2671.699,0.0,2478.9207,2213.9775,2212.4487,2729.6675,2289.1638,2434.1926,2880.7146,4409.032,0.00:0.89:1.22:0.00:1.13:1.01:1.01:1.25:1.05:1.11:1.32:2.01,2309.8945,2346.4492,2410.4268,3241.3132,0.90:0.91:0.94:1.26,134192,"Leucine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Lars1 PE=1 SV=2"
2907,TRUE,"Q9QYI8|DNJB7_MOUSE",0.78,4.81,1,1,"",1565.6196,3283.5657,25920.873,3323.6147,29298.562,7542.3047,16260.469,5051.1265,3662.743,3566.2554,3900.786,6528.531,0.17:0.36:2.83:0.36:3.20:0.82:1.78:0.55:0.40:0.39:0.43:0.71,10256.687,13388.16,8324.779,4665.1904,1.12:1.46:0.91:0.51,35626,"DnaJ homolog subfamily B member 7 OS=Mus musculus OX=10090 GN=Dnajb7 PE=2 SV=2"
343,FALSE,"O89019|INVS_MOUSE",2.26,0.56,1,1,"",216792.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39393.92,0.0,10.15:0.00:0.00:0.00:0.00:0.00:0.00:0.00:0.00:0.00:1.85:0.00,216792.3,0.0,0.0,39393.92,3.38:0.00:0.00:0.62,117129,"Inversin OS=Mus musculus OX=10090 GN=Invs PE=1 SV=2"
1979,TRUE,"Q9CR24|NUDT8_MOUSE",5.49,4.76,1,1,"",11718.439,9294.987,11407.129,7643.5225,15607.755,9745.532,12099.84,4597.712,2973.6812,5954.8164,8483.105,0.0,1.41:1.12:1.38:0.92:1.88:1.18:1.46:0.55:0.36:0.72:1.02:0.00,10806.852,10998.937,6557.0776,7218.961,1.21:1.24:0.74:0.81,23253,"Mitochondrial coenzyme A diphosphatase NUDT8 OS=Mus musculus OX=10090 GN=Nudt8 PE=1 SV=1"
106,FALSE,"O08810|U5S1_MOUSE",6.09,1.03,1,1,"",109029.01,117931.766,148179.44,128285.21,957545.94,517871.84,155514.77,144141.72,128750.12,350032.75,1314107.2,106303.41,0.31:0.34:0.43:0.37:2.75:1.49:0.45:0.41:0.37:1.01:3.77:0.31,125046.74,534567.6,142802.19,590147.8,0.36:1.54:0.41:1.70,109361,"116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus OX=10090 GN=Eftud2 PE=1 SV=1"
1519,TRUE,"Q9D1B9|RM28_MOUSE",5.02,8.17,2,2,"",23879.74,15457.603,39144.473,32383.533,27162.08,37245.1,14138.35,32762.553,26813.572,15136.613,29272.371,4862.963,0.96:0.62:1.57:1.30:1.09:1.50:0.57:1.32:1.08:0.61:1.18:0.20,26160.604,32263.572,24571.492,18090.502,1.04:1.28:0.97:0.72,30170,"Large ribosomal subunit protein bL28m OS=Mus musculus OX=10090 GN=Mrpl28 PE=1 SV=3"
1002,TRUE,"P04370|MBP_MOUSE",0.91,16.80,4,4,"Oxidation (M)",694901.75,511543.12,466145.12,259842.94,1416829.5,574435.9,458383.88,481934.62,333659.25,375548.06,547392.9,1095276.2,1.16:0.85:0.78:0.43:2.36:0.96:0.76:0.80:0.55:0.62:0.91:1.82,557530.0,1277651.4,438517.84,672739.06,0.76:1.73:0.60:0.91,27168,"Myelin basic protein OS=Mus musculus OX=10090 GN=Mbp PE=1 SV=2"
3221,TRUE,"Q62205|SCN9A_MOUSE",2.32,0.30,1,1,"",3153.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72254.984,0.50:0.00:0.00:0.00:0.00:0.00:0.00:0.00:0.00:0.00:0.00:11.50,3153.504,0.0,0.0,72254.984,0.17:0.00:0.00:3.83,225813,"Sodium channel protein type 9 subunit alpha OS=Mus musculus OX=10090 GN=Scn9a PE=1 SV=2"
2555,FALSE,"Q91YT7|YTHD2_MOUSE",4.64,1.55,1,1,"",26668.574,24989.588,26421.979,34168.344,48896.633,33555.36,27564.922,38585.793,33833.62,31657.44,36025.746,12072.973,0.85:0.80:0.85:1.10:1.57:1.08:0.88:1.24:1.08:1.01:1.15:0.39,26026.713,38873.445,33328.113,26585.387,0.83:1.25:1.07:0.85,62280,"YTH domain-containing family protein 2 OS=Mus musculus OX=10090 GN=Ythdf2 PE=1 SV=1"
2583,TRUE,"Q8K2Z2|PRP39_MOUSE",5.97,0.90,1,1,"",0.0,0.0,0.0,138065.25,0.0,0.0,8379.686,0.0,5161.3516,1933.4142,0.0,0.0,0.00:0.00:0.00:10.79:0.00:0.00:0.65:0.00:0.40:0.15:0.00:0.00,0.0,138065.25,6770.5186,1933.4142,0.00:3.76:0.18:0.05,77921,"Pre-mRNA-processing factor 39 OS=Mus musculus OX=10090 GN=Prpf39 PE=1 SV=3"
